NO,SECCODE,BUYSELL,TIME,ORDERNO,ACTION,PRICE,VOLUME,TRADENO,TRADEPRICE
1862,EUR_RUB__TOM,S,100006088184,1332,0,76.49,3000000,,
1863,USD000UTSTOM,S,100006107048,495,0,63.4,10000,,
1864,USD000UTSTOM,B,100006112428,35,0,63.21,40000,,
1865,USD000UTSTOM,S,100006142555,34,0,63.41,40000,,
1866,CHFRUB_TOM,B,100006142945,1352,1,63.53,500000,,
1867,CHFRUB_TOM,B,100006142945,1336,0,63.29,500000,,
1868,CHFRUB_TOM,S,100006142961,1353,1,63.7275,500000,,
1869,CHFRUB_TOM,S,100006142961,1337,0,63.83,500000,,
1870,EUR_RUB__TOM,S,100006152105,1351,0,76.23,3000000,,
1871,EUR_RUB__TOM,B,100006162326,1354,1,75.575,1000,,
1872,EUR_RUB__TOM,B,100006162326,1354,0,75.575,1000,,
1873,USD000UTSTOM,B,100006172394,32,0,63.21,40000,,
1874,CNYRUB_TOM,S,100006176654,1355,1,9.9818,3000000,,
1875,USD000UTSTOM,S,100006193478,31,0,63.41,40000,,
1876,EUR_RUB__TOM,S,100006203397,1356,1,76.24,3000000,,
1877,USD000UTSTOM,B,100006223481,30,0,63.21,40000,,
1878,EUR_RUB__TOM,S,100006254170,1357,1,76.52,3000000,,
1879,USD000UTSTOM,S,100006254479,29,0,63.41,40000,,
1880,EUR_RUB__TOM,S,100006255047,1357,0,76.52,3000000,,
1881,EUR_RUB__TOM,B,100006274183,1358,1,75.605,3000000,,
1882,EUR_RUB__TOM,B,100006289298,1358,0,75.605,3000000,,
1883,USD000UTSTOM,S,100006297012,1359,1,63.33,50000,,
1884,USD000UTSTOM,B,100006297012,1350,2,63.3375,20000,168009460,63.3375
1885,USD000UTSTOM,S,100006297012,1359,2,63.33,20000,168009460,63.3375
1886,USD000UTSTOM,B,100006297012,1346,2,63.335,30000,168009461,63.335
1887,USD000UTSTOM,S,100006297012,1359,2,63.33,30000,168009461,63.335
1888,EURUSD000TOM,S,100006327711,1184,0,1.20185,1000000,,
1889,USD000UTSTOM,S,100006328480,1360,1,63.4725,10000,,
1890,EUR_RUB__TOM,S,100006328748,1361,1,76.2375,200000,,
1891,EURUSD000TOM,B,100006329281,1362,1,1.2012,1000000,,
1892,EURUSD000TOM,B,100006329324,1279,0,1.2011,1000000,,
1893,EUR_RUB__TOM,S,100006340717,1363,1,76.185,1000000,,
1894,EUR_RUB__TOM,S,100006372785,1356,0,76.24,3000000,,
1895,EUR_RUB__TOM,B,100006372829,1364,1,75.605,3000000,,
1896,EUR_RUB__TOM,S,100006372838,1365,1,76.235,3000000,,
1897,EUR_RUB__TOM,S,100006423305,1366,1,76.51,3000000,,
1898,EUR_RUB__TOM,B,100006428990,1364,0,75.605,3000000,,
1899,EUR_RUB__TOM,B,100006429002,1367,1,75.62,3000000,,
1900,EUR_RUB__TOM,B,100006429117,1368,1,75.575,1000,,
1901,EUR_RUB__TOM,B,100006429117,1368,0,75.575,1000,,
1902,USD000UTSTOM,B,100006435171,813,0,63.3,233000,,
1903,CHFRUB_TOM,B,100006435551,1369,1,63.3075,500000,,
1904,CHFRUB_TOM,B,100006435551,1352,0,63.53,500000,,
1905,CHFRUB_TOM,S,100006435564,1370,1,63.73,500000,,
1906,CHFRUB_TOM,S,100006435564,1353,0,63.7275,500000,,
1907,USD000UTSTOM,B,100006435752,1371,1,63.0375,100000,,
1908,USD000UTSTOM,B,100006435752,1245,0,62.3125,100000,,
1909,EUR_RUB__TOM,B,100006435780,1344,0,75.915,3000000,,
1910,CNYRUB_TOM,S,100006439424,1372,1,9.984,500000,,
1911,EUR_RUB__TOM,B,100006467157,1373,1,75.575,1000,,
1912,EUR_RUB__TOM,B,100006467157,1373,0,75.575,1000,,
1913,EURUSD000TOM,S,100006478992,1374,1,1.20195,1000000,,
1914,EUR_RUB__TOM,B,100006487705,1375,1,75.91,3000000,,
1915,EUR_RUB__TOM,B,100006487742,1367,0,75.62,3000000,,
1916,USD000UTSTOM,S,100006541561,1376,1,63.3925,150000,,
1917,CHFRUB_TOM,S,100006542111,1370,0,63.73,500000,,
1918,CHFRUB_TOM,S,100006542111,1377,1,63.7225,500000,,
1919,EUR_RUB__TOM,S,100006551379,1378,1,76.505,3000000,,
1920,EUR_RUB__TOM,S,100006551723,1366,0,76.51,3000000,,
1921,USD000UTSTOM,B,100006580683,27,0,63.21,40000,,
1922,USD000UTSTOM,S,100006593481,1379,1,63.385,100000,,
1923,EUR_RUB__TOM,S,100006639266,1380,1,76.5,3000000,,
1924,EUR_RUB__TOM,S,100006639374,1378,0,76.505,3000000,,
1925,USD000UTSTOM,B,100006711298,1381,1,63.2875,50000,,
1926,USD000UTSTOM,B,100006711312,1382,1,63.28,50000,,
1927,USD000UTSTOM,B,100006711320,1383,1,63.2775,50000,,
1928,USD000UTSTOM,B,100006711328,1384,1,63.2825,50000,,
1929,USD000UTSTOM,B,100006711341,1385,1,63.285,50000,,
1930,USD000UTSTOM,B,100006711350,1386,1,63.2875,50000,,
1931,CHFRUB_TOM,B,100006711734,1369,0,63.3075,500000,,
1932,CHFRUB_TOM,B,100006711734,1387,1,63.345,500000,,
1933,EUR_RUB__TOM,S,100006712292,1361,0,76.2375,200000,,
1934,EUR_RUB__TOM,S,100006713489,1388,1,76.23,3000000,,
1935,EUR_RUB__TOM,S,100006713506,1365,0,76.235,3000000,,
1936,EUR_RUB__TOM,S,100006740031,1388,0,76.23,3000000,,
1937,EUR_RUB__TOM,S,100006790756,1389,1,76.235,3000000,,
1938,EUR_RUB__TOM,S,100006790765,1380,0,76.5,3000000,,
1939,EUR_RUB__TOM,S,100006863232,1390,1,76.505,3000000,,
1940,USD000UTSTOM,S,100006869748,1391,1,0,30000,,
1941,USD000UTSTOM,B,100006869748,1346,2,63.335,30000,168009462,63.335
1942,USD000UTSTOM,S,100006869748,1391,2,0,30000,168009462,63.335
1943,CHFRUB_TOM,B,100006870398,1387,0,63.345,500000,,
1944,CHFRUB_TOM,B,100006870398,1392,1,63.5325,500000,,
1945,USD000UTSTOM,S,100006890623,1393,1,63.38,100000,,
1946,USD000UTSTOM,S,100006890654,1379,0,63.385,100000,,
1947,EUR_RUB__TOM,S,100006891029,1394,1,76.1925,50000,,
1948,USD000UTSTOM,S,100006891379,1342,0,63.3825,100000,,
1949,USD000UTSTOM,S,100006891379,1395,1,63.3775,100000,,
1950,EUR_RUB__TOM,S,100006891880,1394,0,76.1925,50000,,
1951,CNYRUB_TOM,S,100006891927,1372,0,9.984,500000,,
1952,EUR_RUB__TOM,S,100006892103,1390,0,76.505,3000000,,
1953,USD000UTSTOM,B,100006893919,1396,1,63.29,50000,,
1954,USD000UTSTOM,B,100006893919,1386,0,63.2875,50000,,
1955,USD000UTSTOM,B,100006893933,1397,1,63.29,50000,,
1956,USD000UTSTOM,B,100006893933,1383,0,63.2775,50000,,
1957,USD000UTSTOM,B,100006902358,1398,1,63.2875,50000,,
1958,USD000UTSTOM,B,100006902358,1396,0,63.29,50000,,
1959,USD000UTSTOM,B,100006902383,1399,1,63.2775,50000,,
1960,USD000UTSTOM,B,100006902383,1397,0,63.29,50000,,
1961,USD000UTSTOM,S,100006907152,1395,0,63.3775,100000,,
1962,USD000UTSTOM,S,100006912376,1400,1,63.39,100000,,
1963,EUR_RUB__TOM,S,100006912763,1401,1,76.1975,50000,,
1964,USD000UTSTOM,S,100006916621,1393,0,63.38,100000,,
1965,EUR_RUB__TOM,S,100006916982,1401,0,76.1975,50000,,
1966,EUR_RUB__TOM,S,100006917954,1363,0,76.185,1000000,,
1967,EUR_RUB__TOM,B,100006920814,1402,1,75.575,1000,,
1968,EUR_RUB__TOM,B,100006920814,1402,0,75.575,1000,,
1969,EURUSD000TOM,B,100006933813,1281,0,1.20115,1000000,,
1970,EUR_RUB__TOM,S,100006934635,1403,1,76.2325,200000,,
1971,EURUSD000TOM,B,100006942752,1362,0,1.2012,1000000,,
1972,EUR_RUB__TOM,S,100006942854,1404,1,76.515,3000000,,
1973,USD000UTSTOM,B,100006980125,1399,0,63.2775,50000,,
1974,USD000UTSTOM,B,100006980125,1405,1,63.29,50000,,
1975,USD000UTSTOM,B,100006980139,1398,0,63.2875,50000,,
1976,USD000UTSTOM,B,100006980139,1406,1,63.29,50000,,
1977,CHFRUB_TOM,B,100006980601,1392,0,63.5325,500000,,
1978,CHFRUB_TOM,B,100006980601,1407,1,63.53,500000,,
1979,CHFRUB_TOM,S,100006980615,1377,0,63.7225,500000,,
1980,CHFRUB_TOM,S,100006980615,1408,1,63.72,500000,,
1981,USD000UTSTOM,B,100006981178,1347,0,63.325,100000,,
1982,EUR_RUB__TOM,B,100006981187,1333,0,76.035,3000000,,
1983,EUR_RUB__TOM,B,100006981196,1345,0,76.08,1000000,,
1984,USD000UTSTOM,B,100006981217,1346,0,63.335,40000,,
1985,CHFRUB_TOM,B,100006981546,1409,1,63.4075,500000,,
1986,CHFRUB_TOM,B,100006981546,1407,0,63.53,500000,,
1987,USD000UTSTOM,B,100006981740,1410,1,63.3,50000,,
1988,USD000UTSTOM,S,100006981884,1349,0,63.9875,100000,,
1989,USD000UTSTOM,S,100006981884,1411,1,63.3875,100000,,
1990,EUR_RUB__TOM,S,100006982384,1412,1,76.1975,50000,,
1991,USD000UTSTOM,S,100006982755,1400,0,63.39,100000,,
1992,USD000UTSTOM,S,100006982755,1413,1,63.385,100000,,
1993,USD000UTSTOM,B,100006983127,1410,0,63.3,50000,,
1994,EUR_RUB__TOM,S,100006983270,1412,0,76.1975,50000,,
1995,USD000UTSTOM,S,100006983369,1414,1,63.3825,100000,,
1996,USD000UTSTOM,S,100006983369,1411,0,63.3875,100000,,
1997,USD000UTSTOM,S,100006984099,1415,1,63.38,100000,,
1998,USD000UTSTOM,S,100006984099,1413,0,63.385,100000,,
1999,USD000UTSTOM,S,100006984677,1416,1,63.3775,100000,,
2000,USD000UTSTOM,S,100006984677,1414,0,63.3825,100000,,
2001,USD000UTSTOM,B,100006985692,1417,1,63.3,50000,,
2002,USD000UTSTOM,S,100006988103,1415,0,63.38,100000,,
2003,USD000UTSTOM,S,100006988103,1418,1,63.375,100000,,
2004,USD000UTSTOM,S,100006988382,1419,1,63.38,50000,,
2005,USD000UTSTOM,S,100006988401,1420,1,63.3875,50000,,
2006,USD000UTSTOM,S,100006988409,1421,1,63.39,50000,,
2007,USD000UTSTOM,S,100006988424,1422,1,63.3825,50000,,
2008,USD000UTSTOM,S,100006988431,1423,1,63.385,50000,,
2009,USD000UTSTOM,S,100006988932,1416,0,63.3775,100000,,
2010,USD000UTSTOM,S,100006988932,1424,1,63.3725,100000,,
2011,USD000UTSTOM,S,100006989710,1418,0,63.375,100000,,
2012,USD000UTSTOM,S,100006989710,1425,1,63.37,100000,,
2013,USD000UTSTOM,S,100006990299,1424,0,63.3725,100000,,
2014,USD000UTSTOM,S,100006990299,1426,1,63.3675,100000,,
2015,USD000UTSTOM,S,100006991044,1425,0,63.37,100000,,
2016,USD000UTSTOM,S,100006991044,1427,1,63.365,100000,,
2017,EUR_RUB__TOM,S,100007000158,1404,0,76.515,3000000,,
2018,EUR_RUB__TOM,S,100007000400,1389,0,76.235,3000000,,
2019,USD000UTSTOM,S,100007002219,1421,0,63.39,50000,,
2020,USD000UTSTOM,S,100007002232,1422,0,63.3825,50000,,
2021,USD000UTSTOM,S,100007002244,1420,0,63.3875,50000,,
2022,USD000UTSTOM,S,100007002259,1419,0,63.38,50000,,
2023,USD000UTSTOM,S,100007002267,1423,0,63.385,50000,,
2024,USD000UTSTOM,B,100007002340,1417,0,63.3,50000,,
2025,USD000UTSTOM,S,100007003552,1427,0,63.365,100000,,
2026,USD000UTSTOM,S,100007004004,1428,1,63.39,100000,,
2027,USD000UTSTOM,S,100007004004,1426,0,63.3675,100000,,
2028,USD000UTSTOM,S,100007004833,1429,1,63.3875,100000,,
2029,EUR_RUB__TOM,S,100007005227,1430,1,76.1975,50000,,
2030,USD000UTSTOM,S,100007005339,1428,0,63.39,100000,,
2031,USD000UTSTOM,S,100007005339,1431,1,63.385,100000,,
2032,EUR_RUB__TOM,S,100007005849,1430,0,76.1975,50000,,
2033,USD000UTSTOM,S,100007006104,1432,1,63.3825,100000,,
2034,USD000UTSTOM,S,100007006104,1429,0,63.3875,100000,,
2035,USD000UTSTOM,S,100007006752,1433,1,63.38,100000,,
2036,USD000UTSTOM,S,100007006752,1431,0,63.385,100000,,
2037,USD000UTSTOM,S,100007079910,1434,1,0,100000,,
2038,USD000UTSTOM,B,100007079910,1164,2,63.29,6000,168009463,63.29
2039,USD000UTSTOM,S,100007079910,1434,2,0,6000,168009463,63.29
2040,USD000UTSTOM,B,100007079910,1405,2,63.29,50000,168009464,63.29
2041,USD000UTSTOM,S,100007079910,1434,2,0,50000,168009464,63.29
2042,USD000UTSTOM,B,100007079910,1406,2,63.29,44000,168009465,63.29
2043,USD000UTSTOM,S,100007079910,1434,2,0,44000,168009465,63.29
2044,USD000UTSTOM,B,100007080921,1385,0,63.285,50000,,
2045,USD000UTSTOM,B,100007080932,1382,0,63.28,50000,,
2046,USD000UTSTOM,B,100007080938,1406,0,63.29,6000,,
2047,USD000UTSTOM,B,100007080958,1384,0,63.2825,50000,,
2048,USD000UTSTOM,B,100007080973,1381,0,63.2875,50000,,
2049,CHFRUB_TOM,B,100007080983,1435,1,63.345,500000,,
2050,CHFRUB_TOM,B,100007080983,1409,0,63.4075,500000,,
2051,CHFRUB_TOM,B,100007081614,1436,1,63.2875,500000,,
2052,CHFRUB_TOM,B,100007081614,1435,0,63.345,500000,,
2053,USD000UTSTOM,B,100007082510,1437,1,63.215,50000,,
2054,USD000UTSTOM,B,100007082521,1438,1,63.225,50000,,
2055,USD000UTSTOM,B,100007082531,1439,1,63.2225,50000,,
2056,USD000UTSTOM,B,100007082537,1440,1,63.2175,50000,,
2057,USD000UTSTOM,B,100007082541,1441,1,63.22,50000,,
2058,USD000UTSTOM,B,100007082554,1442,1,63.2225,50000,,
2059,USD000UTSTOM,B,100007082611,1443,1,63.3,50000,,
2060,USD000UTSTOM,B,100007083112,1371,0,63.0375,100000,,
2061,USD000UTSTOM,B,100007083112,1444,1,63.2275,100000,,
2062,USD000UTSTOM,B,100007083144,1442,0,63.2225,50000,,
2063,USD000UTSTOM,S,100007083156,1445,1,63.3775,200000,,
2064,USD000UTSTOM,B,100007083253,1438,0,63.225,50000,,
2065,USD000UTSTOM,B,100007083253,1446,1,63.2875,50000,,
2066,USD000UTSTOM,B,100007083268,1439,0,63.2225,50000,,
2067,USD000UTSTOM,B,100007083268,1447,1,63.285,50000,,
2068,USD000UTSTOM,B,100007083276,1440,0,63.2175,50000,,
2069,USD000UTSTOM,B,100007083276,1448,1,63.28,50000,,
2070,USD000UTSTOM,B,100007083281,1437,0,63.215,50000,,
2071,USD000UTSTOM,B,100007083281,1449,1,63.2775,50000,,
2072,USD000UTSTOM,B,100007083297,1441,0,63.22,50000,,
2073,USD000UTSTOM,B,100007083297,1450,1,63.2825,50000,,
2074,USD000UTSTOM,B,100007083767,1451,1,63.2875,50000,,
2075,EUR_RUB__TOM,S,100007083822,1452,1,76.1925,50000,,
2076,USD000UTSTOM,S,100007083888,1433,0,63.38,100000,,
2077,USD000UTSTOM,S,100007083888,1453,1,63.375,100000,,
2078,USD000UTSTOM,B,100007083952,1329,0,63.2225,100000,,
2079,USD000UTSTOM,B,100007083952,1454,1,63.23,100000,,
2080,USD000UTSTOM,B,100007084185,1444,0,63.2275,100000,,
2081,USD000UTSTOM,B,100007084185,1455,1,63.0025,100000,,
2082,USD000UTSTOM,S,100007084427,1445,0,63.3775,200000,,
2083,EUR_RUB__TOM,S,100007084753,1452,0,76.1925,50000,,
2084,EURUSD000TOM,B,100007085249,1456,1,1.2011,1000000,,
2085,EUR_RUB__TOM,B,100007086169,1457,1,75.9125,200000,,
2086,EURUSD000TOM,B,100007093214,1458,1,1.20115,1000000,,
2087,EURUSD000TOM,S,100007093227,1459,1,1.20185,1000000,,
2088,EURUSD000TOM,S,100007093237,1374,0,1.20195,1000000,,
2089,EUR_RUB__TOM,B,100007131707,1460,1,76.03,3000000,,
2090,USD000UTSTOM,B,100007146401,1443,0,63.3,50000,,
2091,EUR_RUB__TOM,S,100007148558,1461,1,76.505,3000000,,
2092,EUR_RUB__TOM,B,100007183014,1462,1,75.56,3000000,,
2093,EUR_RUB__TOM,B,100007215887,1462,0,75.56,3000000,,
2094,EUR_RUB__TOM,S,100007217862,1463,1,76.24,3000000,,
2095,EUR_RUB__TOM,S,100007217891,1461,0,76.505,3000000,,
2096,USD000UTSTOM,B,100007231854,1464,1,63.325,100000,,
2097,EUR_RUB__TOM,B,100007231924,1465,1,76.08,1000000,,
2098,CHFRUB_TOM,B,100007232295,1436,0,63.2875,500000,,
2099,CHFRUB_TOM,B,100007232295,1466,1,63.5275,500000,,
2100,EUR_RUB__TOM,S,100007249690,1467,1,76.185,1000000,,
2101,USD000UTSTOM,B,100007311294,1449,0,63.2775,50000,,
2102,USD000UTSTOM,B,100007311294,1468,1,63.29,50000,,
2103,USD000UTSTOM,B,100007311303,1451,0,63.2875,50000,,
2104,USD000UTSTOM,B,100007311303,1469,1,63.29,50000,,
2105,EUR_RUB__TOM,B,100007311784,1470,1,75.915,50000,,
2106,EUR_RUB__TOM,S,100007312250,1403,0,76.2325,200000,,
2107,EUR_RUB__TOM,B,100007312567,1457,0,75.9125,200000,,
2108,EUR_RUB__TOM,B,100007312618,1470,0,75.915,50000,,
2109,EUR_RUB__TOM,S,100007331152,1467,0,76.185,1000000,,
2110,EUR_RUB__TOM,S,100007331526,1471,1,76.23,3000000,,
2111,EUR_RUB__TOM,S,100007331835,1463,0,76.24,3000000,,
2112,EUR_RUB__TOM,B,100007395959,1472,1,75.6,3000000,,
2113,EUR_RUB__TOM,S,100007395983,1473,1,76.225,3000000,,
2114,EUR_RUB__TOM,S,100007396004,1471,0,76.23,3000000,,
2115,EUR_RUB__TOM,S,100007447455,1474,1,76.485,3000000,,
2116,EUR_RUB__TOM,S,100007484073,1474,0,76.485,3000000,,
2117,CNYRUB_TOM,S,100007496159,1475,1,9.981,3000000,,
2118,CNYRUB_TOM,S,100007496480,1476,1,9.982,500000,,
2119,USD000UTSTOM,B,100007522238,1477,1,63.335,100000,,
2120,CHFRUB_TOM,B,100007522675,1466,0,63.5275,500000,,
2121,CHFRUB_TOM,B,100007522675,1478,1,63.5375,500000,,
2122,GBPRUB_TOM,B,100007522704,1479,1,85.75,500000,,
2123,CHFRUB_TOM,B,100007523059,1478,0,63.5375,500000,,
2124,CHFRUB_TOM,B,100007523059,1480,1,63.53,500000,,
2125,USD000UTSTOM,B,100007524520,1448,0,63.28,50000,,
2126,USD000UTSTOM,B,100007524520,1481,1,63.2925,50000,,
2127,EUR_RUB__TOM,B,100007525216,1472,0,75.6,3000000,,
2128,USD000UTSTOM,S,100007533421,1482,1,63.39,100000,,
2129,EUR_RUB__TOM,S,100007534506,1483,1,76.49,3000000,,
2130,EUR_RUB__TOM,S,100007535744,1484,1,76.185,1000000,,
2131,EUR_RUB__TOM,B,100007588768,1485,1,75.915,3000000,,
2132,EUR_RUB__TOM,B,100007588787,1375,0,75.91,3000000,,
2133,EUR_RUB__TOM,S,100007621818,1484,0,76.185,1000000,,
2134,EUR_RUB__TOM,B,100007655668,1486,1,75.625,3000000,,
2135,EUR_RUB__TOM,S,100007667817,1487,1,76.48,3000000,,
2136,EUR_RUB__TOM,S,100007667848,1483,0,76.49,3000000,,
2137,USD000UTSTOM,S,100007692068,1488,1,63.3225,42000,,
2138,USD000UTSTOM,B,100007692068,1477,2,63.335,42000,168009466,63.335
2139,USD000UTSTOM,S,100007692068,1488,2,63.3225,42000,168009466,63.335
2140,GBPRUB_TOM,B,100007692765,1479,0,85.75,500000,,
2141,CHFRUB_TOM,B,100007692780,1489,1,63.5375,500000,,
2142,CHFRUB_TOM,B,100007692780,1480,0,63.53,500000,,
2143,CHFRUB_TOM,B,100007693173,1490,1,63.5325,500000,,
2144,CHFRUB_TOM,B,100007693173,1489,0,63.5375,500000,,
2145,USD000UTSTOM,B,100007705057,1491,1,63.1225,100000,,
2146,GBPRUB_TOM,B,100007705435,1492,1,85.75,500000,,
2147,EUR_RUB__TOM,S,100007705967,1487,0,76.48,3000000,,
2148,EUR_RUB__TOM,B,100007705974,1486,0,75.625,3000000,,
2149,USD000UTSTOM,B,100007718638,1493,1,63.28,50000,,
2150,USD000UTSTOM,B,100007718638,1481,0,63.2925,50000,,
2151,EUR_RUB__TOM,B,100007722175,1485,0,75.915,3000000,,
2152,EUR_RUB__TOM,S,100007758045,1494,1,76.49,3000000,,
2153,CNYRUB_TOM,B,100007777697,1266,0,9.956,3000000,,
2154,EUR_RUB__TOM,B,100007779060,1495,1,75.915,3000000,,
2155,EUR_RUB__TOM,B,100007806504,1496,1,75.575,1000,,
2156,EUR_RUB__TOM,B,100007806504,1496,0,75.575,1000,,
2157,EUR_RUB__TOM,B,100007811583,1497,1,75.575,1000,,
2158,EUR_RUB__TOM,B,100007811583,1497,0,75.575,1000,,
2159,EUR_RUB__TOM,S,100007825462,1498,1,76.185,1000000,,
2160,USD000UTSTOM,S,100007866022,1432,0,63.3825,100000,,
2161,USD000UTSTOM,S,100007866022,1499,1,63.3725,100000,,
2162,CHFRUB_TOM,B,100007866591,1490,0,63.5325,500000,,
2163,CHFRUB_TOM,B,100007866591,1500,1,63.5375,500000,,
2164,EUR_RUB__TOM,S,100007866781,1494,0,76.49,3000000,,
2165,USD000UTSTOM,B,100007875480,1501,1,63.2925,50000,,
2166,USD000UTSTOM,B,100007875480,1493,0,63.28,50000,,
2167,USD000UTSTOM,B,100007875493,1502,1,63.2925,50000,,
2168,USD000UTSTOM,B,100007875493,1469,0,63.29,50000,,
2169,EUR_RUB__TOM,B,100007876427,1495,0,75.915,3000000,,
2170,USD000UTSTOM,B,100007890542,1503,1,63.2975,50000,,
2171,USD000UTSTOM,B,100007890542,1447,0,63.285,50000,,
2172,USD000UTSTOM,B,100007890551,1504,1,63.295,50000,,
2173,USD000UTSTOM,B,100007890551,1450,0,63.2825,50000,,
2174,CNYRUB_TOM,S,100007921698,1505,1,9.9804,3000000,,
2175,EUR_RUB__TOM,B,100007927898,1506,1,75.91,3000000,,
2176,EUR_RUB__TOM,S,100007927909,1507,1,76.49,3000000,,
2177,USD000UTSTOM,B,100007958682,1504,0,63.295,50000,,
2178,USD000UTSTOM,B,100007958682,1508,1,63.2825,50000,,
2179,USD000UTSTOM,B,100007958696,1503,0,63.2975,50000,,
2180,USD000UTSTOM,B,100007958696,1509,1,63.285,50000,,
2181,EUR_RUB__TOM,S,100007961101,1473,0,76.225,3000000,,
2182,CNYRUB_TOM,B,100007988742,1510,1,9.9557,3000000,,
2183,USD000UTSTOM,S,100007991403,1511,1,63.385,100000,,
2184,USD000UTSTOM,S,100007991414,1482,0,63.39,100000,,
2185,USD000UTSTOM,S,100007995846,1512,1,63.41,50000,,
2186,USD000UTSTOM,S,100007995862,1513,1,63.4075,50000,,
2187,USD000UTSTOM,S,100007995867,1514,1,63.4025,50000,,
2188,USD000UTSTOM,S,100007995872,1515,1,63.405,50000,,
2189,USD000UTSTOM,S,100007995878,1516,1,63.4125,50000,,
2190,GBPRUB_TOM,S,100007996516,1517,1,86.3275,500000,,
2191,EUR_RUB__TOM,B,100007999923,1518,1,75.575,1000,,
2192,EUR_RUB__TOM,B,100007999923,1518,0,75.575,1000,,
2193,EUR_RUB__TOM,B,100008016247,1519,1,75.595,3000000,,
2194,USD000UTSTOM,B,100008058232,1321,0,58.25,1000,,
2195,EUR_RUB__TOM,S,100008065778,1520,1,76.23,3000000,,
2196,EUR_RUB__TOM,S,100008065895,1507,0,76.49,3000000,,
2197,USD000UTSTOM,S,100008088954,1521,1,63.4,50000,,
2198,USD000UTSTOM,S,100008088954,1516,0,63.4125,50000,,
2199,USD000UTSTOM,S,100008091510,1521,0,63.4,50000,,
2200,USD000UTSTOM,S,100008091523,1514,0,63.4025,50000,,
2201,USD000UTSTOM,S,100008091531,1515,0,63.405,50000,,
2202,USD000UTSTOM,S,100008091540,1513,0,63.4075,50000,,
2203,USD000UTSTOM,S,100008091553,1512,0,63.41,50000,,
2204,GBPRUB_TOM,S,100008091870,1517,0,86.3275,500000,,
2205,EUR_RUB__TOM,B,100008270562,1522,1,75.915,3000000,,
2206,EUR_RUB__TOM,B,100008270601,1506,0,75.91,3000000,,
2207,EUR_RUB__TOM,S,100008277877,1523,1,76.18,1000000,,
2208,EUR_RUB__TOM,S,100008277888,1498,0,76.185,1000000,,
2209,CNYRUB_TOM,S,100008277897,1524,1,9.98,3000000,,
2210,EUR_RUB__TOM,S,100008278310,1525,1,76.495,3000000,,
2211,CNYRUB_TOM,S,100008278339,1355,0,9.9818,3000000,,
2212,USD000UTSTOM,S,100008281585,1526,1,63.38,30000,,
2213,EUR_RUB__TOM,B,100008321287,1527,1,75.62,3000000,,
2214,EUR_RUB__TOM,B,100008321298,1519,0,75.595,3000000,,
2215,USD000UTSTOM,B,100008343829,1528,1,63.335,42000,,
2216,GBPRUB_TOM,B,100008344235,1492,0,85.75,500000,,
2217,GBPRUB_TOM,B,100008344235,1529,1,85.915,500000,,
2218,USD000UTSTOM,B,100008347608,1508,0,63.2825,50000,,
2219,USD000UTSTOM,B,100008347608,1530,1,63.295,50000,,
2220,EUR_RUB__TOM,B,100008348298,1522,0,75.915,3000000,,
2221,EUR_RUB__TOM,B,100008398987,1531,1,75.915,3000000,,
2222,USD000UTSTOM,B,100008466565,1509,0,63.285,50000,,
2223,USD000UTSTOM,B,100008466565,1532,1,63.2975,50000,,
2224,GBPRUB_TOM,B,100008467054,1529,0,85.915,500000,,
2225,GBPRUB_TOM,B,100008467054,1533,1,85.9175,500000,,
2226,USD000UTSTOM,S,100008469342,1534,1,63.38,100000,,
2227,USD000UTSTOM,S,100008469391,1511,0,63.385,100000,,
2228,USD000UTSTOM,B,100008502193,1535,1,63.2975,50000,,
2229,USD000UTSTOM,B,100008502193,1502,0,63.2925,50000,,
2230,EUR_RUB__TOM,B,100008502910,1527,0,75.62,3000000,,
2231,EUR_RUB__TOM,B,100008580748,1536,1,75.62,3000000,,
2232,EUR_RUB__TOM,S,100008592856,1537,1,76.225,3000000,,
2233,EUR_RUB__TOM,S,100008592878,1520,0,76.23,3000000,,
2234,EUR_RUB__TOM,B,100008659854,1538,1,75.625,3000000,,
2235,EUR_RUB__TOM,B,100008659873,1536,0,75.62,3000000,,
2236,USD000UTSTOM,B,100008708601,1539,1,63.1225,100000,,
2237,GBPRUB_TOM,B,100008708986,1533,0,85.9175,500000,,
2238,GBPRUB_TOM,B,100008708986,1540,1,85.915,500000,,
2239,EUR_RUB__TOM,S,100008800717,1525,0,76.495,3000000,,
2240,EUR_RUB__TOM,B,100008819367,1541,1,75.63,3000000,,
2241,EUR_RUB__TOM,B,100008819519,1538,0,75.625,3000000,,
2242,USD000UTSTOM,S,100008868969,1542,1,63.405,50000,,
2243,USD000UTSTOM,S,100008868987,1543,1,63.41,50000,,
2244,USD000UTSTOM,S,100008868992,1544,1,63.4075,50000,,
2245,USD000UTSTOM,S,100008868999,1545,1,63.4025,50000,,
2246,USD000UTSTOM,S,100008869003,1546,1,63.4,50000,,
2247,GBPRUB_TOM,S,100008869601,1547,1,86.325,500000,,
2248,EUR_RUB__TOM,B,100008919690,1548,1,75.575,1000,,
2249,EUR_RUB__TOM,B,100008919690,1548,0,75.575,1000,,
2250,EUR_RUB__TOM,B,100008927735,1549,1,75.635,3000000,,
2251,EUR_RUB__TOM,S,100008927744,1550,1,76.485,3000000,,
2252,EUR_RUB__TOM,B,100008927768,1541,0,75.63,3000000,,
